filename	Owner	Submitter	Sample Collector	MassIVE ID	ATTRIBUTE_batch	ATTRIBUTE_region	ATTRIBUTE_descriptor	ATTRIBUTE_type	ATTRIBUTE_type2	ATTRIBUTE_Year	ATTRIBUTE_Latitude	ATTRIBUTE_Longitude	ATTRIBUTE_Depth	ATTRIBUTE_ecosystem	ATTRIBUTE_Volume	ATTRIBUTE_SPEcartridge	ATTRIBUTE_Filtration	ATTRIBUTE_Depth_bucket	ATTRIBUTE_distance_to_coast_m	ATTRIBUTE_distancetocoast_bucket	ATTRIBUTE_distance_to_coast_km
O2206525.mzXML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	lisa.schellenberg@nioz.nl	MSV000094018	SEALINK	Caribbean	Curacao 2021/22	SAMPLE	SAMPLE	2021	12.37519	-69.15895	1	Coral Reef	1.2	PPL	notthere	surface to 20m	100	0-200m	0.1
Mo22_0101.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.50584	-149.82133	0	Coral Reef	1	PPL	notthere	surface to 20m	100	0-200m	0.1
Mo22_0102.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.50584	-149.82133	0	Coral Reef	1	PPL	notthere	surface to 20m	100	0-200m	0.1
SD_01-2018_30_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
SD_01-2018_30_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
SD_10_2018_30_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
SD_10_2018_30_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
SD_12-2017_30_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
SD_12-2017_30_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.76115	-117.2363	0	Coastal	1	PPL	none	surface to 20m	100	0-200m	0.1
Mo22_0154.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48084	-149.84299	0	Coral Reef	1	PPL	notthere	surface to 20m	104.02	0-200m	0.10402
Mo22_0155.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48084	-149.84299	0	Coral Reef	1	PPL	notthere	surface to 20m	104.02	0-200m	0.10402
SD_01-2018_21_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
SD_01-2018_21_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
SD_10_2018_21_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
SD_10_2018_21_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
SD_12-2017_21_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
SD_12-2017_21_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.7955	-117.26497	0	Coastal	1	PPL	none	surface to 20m	104.35	0-200m	0.10435
O2303140.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	12.03368	-68.2624	11	Coral Reef	1.2	PPL	notthere	surface to 20m	110	0-200m	0.11
Mo_2017_DOM_215_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.4837	-149.829	0	Coral Reef	1	PPL	notthere	surface to 20m	120	0-200m	0.12
Mo_2017_DOM_216_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.4837	-149.829	0	Coral Reef	1	PPL	notthere	surface to 20m	120	0-200m	0.12
Mo22_0123.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47851	-149.84278	0	Coral Reef	1	PPL	notthere	surface to 20m	124.56	0-200m	0.12456
Mo22_0124.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47851	-149.84278	0	Coral Reef	1	PPL	notthere	surface to 20m	124.56	0-200m	0.12456
Mo22_0160.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48296	-149.84003	0	Coral Reef	1	PPL	notthere	surface to 20m	129.59	0-200m	0.12959
Mo22_0161.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48296	-149.84003	0	Coral Reef	1	PPL	notthere	surface to 20m	129.59	0-200m	0.12959
Aruba_36.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	Aruba 2019	SAMPLE	SAMPLE	2019	12.45957	-69.9656	10	Coral Reef	0.4	PPL	notthere	surface to 20m	130	0-200m	0.13
O2303156.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	12.02404	-68.2511	9	Coral Reef	1.2	PPL	notthere	surface to 20m	130	0-200m	0.13
O2303207.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	12.02404	-68.25108	5	Coral Reef	1.2	PPL	notthere	surface to 20m	130	0-200m	0.13
SD_01-2018_28_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
SD_01-2018_28_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
SD_10_2018_28_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
SD_10_2018_28_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
SD_12-2017_28_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
SD_12-2017_28_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.76576	-117.24785	0	Coastal	1	PPL	none	surface to 20m	140	0-200m	0.14
Mo22_0158.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48227	-149.84135	0	Coral Reef	1	PPL	notthere	surface to 20m	141.91	0-200m	0.14191
Mo22_0159.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48227	-149.84135	0	Coral Reef	1	PPL	notthere	surface to 20m	141.91	0-200m	0.14191
Mo22_0156.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48148	-149.84271	0	Coral Reef	1	PPL	notthere	surface to 20m	147.26	0-200m	0.14726
O2303147.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	17.64554	-63.2537	5	Coral Reef	1.2	PPL	notthere	surface to 20m	150	0-200m	0.15
O2303149.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	17.64554	-63.2537	10	Coral Reef	1.2	PPL	notthere	surface to 20m	150	0-200m	0.15
O2206674.mzXML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	lisa.schellenberg@nioz.nl	MSV000094018	SEALINK	Caribbean	Curacao 2021/22	SAMPLE	SAMPLE	2021	12.03633	-68.80547	1	Coral Reef	1.2	PPL	notthere	surface to 20m	150	0-200m	0.15
SD_01-2018_26_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_01-2018_26_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_10_2018_26_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_10_2018_26_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_12-2017_26_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_12-2017_26_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.75743	-117.25317	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_01-2018_27_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_01-2018_27_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_10_2018_27_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_10_2018_27_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_12-2017_27_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
SD_12-2017_27_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.75905	-117.24467	0	Coastal	1	PPL	none	surface to 20m	150	0-200m	0.15
Mo22_0206.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48089	-149.8439	0	Coral Reef	1	PPL	notthere	surface to 20m	161.34	0-200m	0.16134
Mo22_0207.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48089	-149.8439	0	Coral Reef	1	PPL	notthere	surface to 20m	161.34	0-200m	0.16134
Mo22_0115.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48477	-149.83298	0	Coral Reef	1	PPL	notthere	surface to 20m	161.37	0-200m	0.16137
Mo22_0116.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.48477	-149.83298	0	Coral Reef	1	PPL	notthere	surface to 20m	161.37	0-200m	0.16137
Mo22_0150.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47769	-149.8433	0	Coral Reef	1	PPL	notthere	surface to 20m	170.62	0-200m	0.17062
Mo22_0151.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47769	-149.8433	0	Coral Reef	1	PPL	notthere	surface to 20m	170.62	0-200m	0.17062
SD_01-2018_1_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
SD_01-2018_1_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
SD_10_2018_1_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
SD_10_2018_1_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
SD_12-2017_1_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
SD_12-2017_1_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.93365	-117.26483	0	Coastal	1	PPL	none	surface to 20m	174.52	0-200m	0.17452
Mo_2017_DOM_205_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.505	-149.821	0	Coral Reef	1	PPL	notthere	surface to 20m	180	0-200m	0.18
Mo_2017_DOM_206_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.505	-149.821	0	Coral Reef	1	PPL	notthere	surface to 20m	180	0-200m	0.18
O2303146.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	17.47727	-62.98847	5	Coral Reef	1.2	PPL	notthere	surface to 20m	193.03	0-200m	0.19303
O2303166.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	17.47727	-62.9885	12	Coral Reef	1.2	PPL	notthere	surface to 20m	195.84	0-200m	0.19584
O2303212.mzML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	notthere	MSV000094015	Resilience	Caribbean	Caribbean Netherlands 2022	SAMPLE	SAMPLE	2022	17.47727	-62.9885	6	Coral Reef	1.2	PPL	notthere	surface to 20m	195.84	0-200m	0.19584
Mo22_0174.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47775	-149.84262	0	Coral Reef	1	PPL	notthere	surface to 20m	204.41	200m-20km	0.20441
Mo22_0175.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.47775	-149.84262	0	Coral Reef	1	PPL	notthere	surface to 20m	204.41	200m-20km	0.20441
Mo22_0133.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.4712	-149.83273	0	Coral Reef	1	PPL	notthere	surface to 20m	206.05	200m-20km	0.20605
Mo22_0134.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	Moorea 2022	SAMPLE	SAMPLE	2022	-17.4712	-149.83273	0	Coral Reef	1	PPL	notthere	surface to 20m	206.05	200m-20km	0.20605
SD_01-2018_10_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
SD_01-2018_10_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2018	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
SD_10_2018_10_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
SD_10_2018_10_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	Coastal	2018	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
SD_12-2017_10_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
SD_12-2017_10_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	Northern San Diego Coast 2017/18	SAMPLE	SAMPLE	2017	32.86261	-117.26042	0	Coastal	1	PPL	none	surface to 20m	209.29	200m-20km	0.20929
Mo_2017_DOM_223_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.482	-149.843	0	Coral Reef	1	PPL	notthere	surface to 20m	212.34	200m-20km	0.21234
Mo_2017_DOM_224_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.482	-149.843	0	Coral Reef	1	PPL	notthere	surface to 20m	212.34	200m-20km	0.21234
O2206445.mzXML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	lisa.schellenberg@nioz.nl	MSV000094018	SEALINK	Caribbean	Curacao 2021/22	SAMPLE	SAMPLE	2022	12.07547	-68.88568	10	Coral Reef	1.2	PPL	notthere	surface to 20m	230	200m-20km	0.23
Mo_2017_DOM_209_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.491	-149.821	0	Coral Reef	1	PPL	notthere	surface to 20m	230	200m-20km	0.23
Mo_2017_DOM_210_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	Moorea 2017	SAMPLE	SAMPLE	2017	-17.491	-149.821	0	Coral Reef	1	PPL	notthere	surface to 20m	230	200m-20km	0.23
DOM-20200427_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200427_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200428_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200428_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200506_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200506_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200507_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200507_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200508_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200508_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200509_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200509_pos_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
DOM-20200510_pos_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085555	TOMSSA	US Pacific coast	Northern San Diego Coast 2020	SAMPLE	Coastal	2020	32.86708893	-117.2574753	0	Coastal	BLANK	PPL	none	surface to 20m	230	200m-20km	0.23
