filename	Owner	Submitter	Sample Collector	MassIVE ID	ATTRIBUTE_batch	ATTRIBUTE_region	ATTRIBUTE_type	ATTRIBUTE_descriptor	ATTRIBUTE_dataset	ATTRIBUTE_ecosystem	ATTRIBUTE_Year	ATTRIBUTE_Latitude	ATTRIBUTE_Longitude	ATTRIBUTE_Depth	ATTRIBUTE_Volume	ATTRIBUTE_SPEcartridge	ATTRIBUTE_Filtration
2019_2_07_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_07_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_08_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_08_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_16_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_16_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_17_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_17_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_18_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_18_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_19_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_19_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_20_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_20_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_21_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_21_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_22_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_22_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_23_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_23_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_28_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_2_28_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_01_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_01_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_02_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_02_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_03_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_03_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_04_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_3_04_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_16_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_16_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_17_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_17_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_18_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_18_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_19_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_19_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_20_IB_DOM_1.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
2019_5_20_IB_DOM_2.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000083889	IB2019	US Pacific coast	SAMPLE	Southern San Diego Coast 2019	Southern San Diego Coast 2019	Coastal	2019	32.57951	-117.1372	0	1	"PPL, 200mg acidified"	none
Mo22_0144.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.4753	-149.84323	0	1	PPL	notthere
Mo22_0145.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.4753	-149.84323	0	1	PPL	notthere
SD_01-2018_3_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.91927	-117.26452	0	1	PPL	none
SD_01-2018_3_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.91927	-117.26452	0	1	PPL	none
SD_10_2018_3_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.91927	-117.26452	0	1	PPL	none
SD_10_2018_3_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.91927	-117.26452	0	1	PPL	none
SD_12-2017_3_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.91927	-117.26452	0	1	PPL	none
SD_12-2017_3_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.91927	-117.26452	0	1	PPL	none
pos_Haweii_2016_100ml_12.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082085	Kbay	Pacific	SAMPLE	Hawaii 2019	Hawaii 2019	Coral Reef	2019	21.45724	-157.82	1	0.1	PPL	unfiltered
Mo_2017_DOM_227_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	SAMPLE	Moorea 2017	Moorea 2017	Coral Reef	2017	-17.4784	-149.837	0	1	PPL	notthere
Mo_2017_DOM_228_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	SAMPLE	Moorea 2017	Moorea 2017	Coral Reef	2017	-17.4784	-149.837	0	1	PPL	notthere
SD_01-2018_20_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.80386	-117.27325	0	1	PPL	none
SD_01-2018_20_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.80386	-117.27325	0	1	PPL	none
SD_10_2018_20_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.80386	-117.27325	0	1	PPL	none
SD_10_2018_20_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.80386	-117.27325	0	1	PPL	none
SD_12-2017_20_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.80386	-117.27325	0	1	PPL	none
SD_12-2017_20_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.80386	-117.27325	0	1	PPL	none
Aruba_24.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.50068	-70.0315	10	0.4	PPL	notthere
Mo22_0120.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.47835	-149.83774	0	1	PPL	notthere
SD_01-2018_23_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.77471	-117.26068	0	1	PPL	none
SD_01-2018_23_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.77471	-117.26068	0	1	PPL	none
SD_10_2018_23_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.77471	-117.26068	0	1	PPL	none
SD_10_2018_23_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.77471	-117.26068	0	1	PPL	none
SD_12-2017_23_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.77471	-117.26068	0	1	PPL	none
SD_12-2017_23_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.77471	-117.26068	0	1	PPL	none
Mo22_0194.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.47422	-149.84412	0	1	PPL	notthere
Mo22_0195.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.47422	-149.84412	0	1	PPL	notthere
Mo22_0146.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.47555	-149.84177	0	1	PPL	notthere
SD_01-2018_19_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.81039	-117.27733	0	1	PPL	none
SD_01-2018_19_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.81039	-117.27733	0	1	PPL	none
SD_10_2018_19_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.81039	-117.27733	0	1	PPL	none
SD_10_2018_19_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.81039	-117.27733	0	1	PPL	none
SD_12-2017_19_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.81039	-117.27733	0	1	PPL	none
SD_12-2017_19_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.81039	-117.27733	0	1	PPL	none
S1-1-W-1.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-1-W-2.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-1-W-3.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-1-W-4.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-1-W-5.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-2-W-1.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-2-W-2.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-2-W-3.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-2-W-4.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
S1-2-W-5.mzML	notthere	notthere	notthere	notthere	BALTIC	Baltic	SAMPLE	Baltic Sea 2021	Baltic Sea 2021	Coastal	notthere	54.4863	10.02651	notthere	1	PPL	notthere
SD_01-2018_7_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.88456	-117.25879	0	1	PPL	none
SD_01-2018_7_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.88456	-117.25879	0	1	PPL	none
SD_10_2018_7_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.88456	-117.25879	0	1	PPL	none
SD_10_2018_7_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.88456	-117.25879	0	1	PPL	none
SD_12-2017_7_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.88456	-117.25879	0	1	PPL	none
SD_12-2017_7_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2017	32.88456	-117.25879	0	1	PPL	none
Mo_2017_DOM_231_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	SAMPLE	Moorea 2017	Moorea 2017	Coral Reef	2017	-17.476	-149.837	0	1	PPL	notthere
Mo_2017_DOM_232_MSMS.mzML	craig.nelson@hawaii.edu	dpetras@ucr.edu	ikoester@ucsd.edu	MSV000082083	SPIFFY2017	Pacific	SAMPLE	Moorea 2017	Moorea 2017	Coral Reef	2017	-17.476	-149.837	0	1	PPL	notthere
Aruba_20.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.51725	-70.0476	10	0.4	PPL	notthere
Aruba_46.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.42657	-69.9126	10	0.4	PPL	notthere
Aruba_46_1.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.42657	-69.9126	10	0.4	PPL	notthere
Aruba_46_2.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.42657	-69.9126	10	0.4	PPL	notthere
Aruba_3.mzML	carmabilog@gmail.com 	ikoester@ucsd.edu	zquinlan@ucsd.edu	MSV000085891	ARUBA	Caribbean	SAMPLE	Aruba 2019	Aruba 2019	Coral Reef	2019	12.61096	-70.0603	10	0.4	PPL	notthere
O2206435.mzXML	andi.haas@nioz.nl	lisa.schellenberg@nioz.nl	lisa.schellenberg@nioz.nl	MSV000094018	SEALINK	Caribbean	SAMPLE	Curacao 2021/22	Curacao 2021/22	Coral Reef	2022	12.0368	-68.76021	10	1.2	PPL	notthere
Mo22_0107.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.48209	-149.8213	0	1	PPL	notthere
Mo22_0108.mzML	rrtorres@ucsd.edu	notthere	notthere	MSV000090798	SPIFFY2022	Pacific	SAMPLE	Moorea 2022	Moorea 2022	Coral Reef	2022	-17.48209	-149.8213	0	1	PPL	notthere
SD_01-2018_14_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.84638	-117.28355	0	1	PPL	none
SD_01-2018_14_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu	notthere	MSV000082312	SD2017n2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.84638	-117.28355	0	1	PPL	none
SD_10_2018_14_a.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.84638	-117.28355	0	1	PPL	none
SD_10_2018_14_b.mzXML	dpetras@ucr.edu	dpetras@ucr.edu		MSV000085786	SD2018	US Pacific coast	SAMPLE	Northern San Diego Coast 2017/18	Northern San Diego Coast 2017/18	Coastal	2018	32.84638	-117.28355	0	1	PPL	none
